id,source_id,set_id,card_number,lang,updated_at
pokemon:tcgdex:tk-xy-latia-9:fr,tk-xy-latia-9,tk,9,fr,2026-08-09 04:00:40.245+00
pokemon:tcgdex:tk-xy-latia-9:it,tk-xy-latia-9,tk,9,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-xy-latio-1:es,tk-xy-latio-1,tk,1,es,2026-08-09 04:01:08.687+00
pokemon:tcgdex:tk-xy-latio-1:fr,tk-xy-latio-1,tk,1,fr,2026-08-09 04:00:38.354+00
pokemon:tcgdex:tk-xy-latio-1:it,tk-xy-latio-1,tk,1,it,2026-08-09 04:01:02.107+00
pokemon:tcgdex:tk-xy-latio-10:es,tk-xy-latio-10,tk,10,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-latio-10:fr,tk-xy-latio-10,tk,10,fr,2026-08-09 04:00:40.246+00
pokemon:tcgdex:tk-xy-latio-10:it,tk-xy-latio-10,tk,10,it,2026-08-09 04:01:02.613+00
pokemon:tcgdex:tk-xy-latio-11:es,tk-xy-latio-11,tk,11,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-latio-11:fr,tk-xy-latio-11,tk,11,fr,2026-08-09 04:00:40.246+00
pokemon:tcgdex:tk-xy-latio-11:it,tk-xy-latio-11,tk,11,it,2026-08-09 04:01:02.613+00
pokemon:tcgdex:tk-xy-latio-12:es,tk-xy-latio-12,tk,12,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-latio-12:fr,tk-xy-latio-12,tk,12,fr,2026-08-09 04:00:40.612+00
pokemon:tcgdex:tk-xy-latio-12:it,tk-xy-latio-12,tk,12,it,2026-08-09 04:01:02.613+00
pokemon:tcgdex:tk-xy-latio-13:es,tk-xy-latio-13,tk,13,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-latio-13:fr,tk-xy-latio-13,tk,13,fr,2026-08-09 04:00:40.612+00
pokemon:tcgdex:tk-xy-latio-13:it,tk-xy-latio-13,tk,13,it,2026-08-09 04:01:02.613+00
pokemon:tcgdex:tk-xy-latio-14:es,tk-xy-latio-14,tk,14,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-latio-14:fr,tk-xy-latio-14,tk,14,fr,2026-08-09 04:00:40.612+00
pokemon:tcgdex:tk-xy-latio-14:it,tk-xy-latio-14,tk,14,it,2026-08-09 04:01:02.614+00
pokemon:tcgdex:tk-xy-latio-15:es,tk-xy-latio-15,tk,15,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-xy-latio-15:fr,tk-xy-latio-15,tk,15,fr,2026-08-09 04:00:40.942+00
pokemon:tcgdex:tk-xy-latio-15:it,tk-xy-latio-15,tk,15,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-xy-latio-16:es,tk-xy-latio-16,tk,16,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-xy-latio-16:fr,tk-xy-latio-16,tk,16,fr,2026-08-09 04:00:40.942+00
pokemon:tcgdex:tk-xy-latio-16:it,tk-xy-latio-16,tk,16,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-xy-latio-17:es,tk-xy-latio-17,tk,17,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-xy-latio-17:fr,tk-xy-latio-17,tk,17,fr,2026-08-09 04:00:40.942+00
pokemon:tcgdex:tk-xy-latio-17:it,tk-xy-latio-17,tk,17,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-xy-latio-18:es,tk-xy-latio-18,tk,18,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-xy-latio-18:fr,tk-xy-latio-18,tk,18,fr,2026-08-09 04:00:41.223+00
pokemon:tcgdex:tk-xy-latio-18:it,tk-xy-latio-18,tk,18,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-xy-latio-19:es,tk-xy-latio-19,tk,19,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-xy-latio-19:fr,tk-xy-latio-19,tk,19,fr,2026-08-09 04:00:41.223+00
pokemon:tcgdex:tk-xy-latio-19:it,tk-xy-latio-19,tk,19,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-xy-latio-2:es,tk-xy-latio-2,tk,2,es,2026-08-09 04:01:08.687+00
pokemon:tcgdex:tk-xy-latio-2:fr,tk-xy-latio-2,tk,2,fr,2026-08-09 04:00:38.354+00
pokemon:tcgdex:tk-xy-latio-2:it,tk-xy-latio-2,tk,2,it,2026-08-09 04:01:02.107+00
pokemon:tcgdex:tk-xy-latio-20:es,tk-xy-latio-20,tk,20,es,2026-08-09 04:01:09.301+00
pokemon:tcgdex:tk-xy-latio-20:fr,tk-xy-latio-20,tk,20,fr,2026-08-09 04:00:41.223+00
pokemon:tcgdex:tk-xy-latio-20:it,tk-xy-latio-20,tk,20,it,2026-08-09 04:01:02.812+00
pokemon:tcgdex:tk-xy-latio-21:es,tk-xy-latio-21,tk,21,es,2026-08-09 04:01:09.524+00
pokemon:tcgdex:tk-xy-latio-21:fr,tk-xy-latio-21,tk,21,fr,2026-08-09 04:00:41.223+00
pokemon:tcgdex:tk-xy-latio-21:it,tk-xy-latio-21,tk,21,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-latio-22:es,tk-xy-latio-22,tk,22,es,2026-08-09 04:01:09.525+00
pokemon:tcgdex:tk-xy-latio-22:fr,tk-xy-latio-22,tk,22,fr,2026-08-09 04:00:41.483+00
pokemon:tcgdex:tk-xy-latio-22:it,tk-xy-latio-22,tk,22,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-latio-23:es,tk-xy-latio-23,tk,23,es,2026-08-09 04:01:09.525+00
pokemon:tcgdex:tk-xy-latio-23:fr,tk-xy-latio-23,tk,23,fr,2026-08-09 04:00:41.483+00
pokemon:tcgdex:tk-xy-latio-23:it,tk-xy-latio-23,tk,23,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-latio-24:es,tk-xy-latio-24,tk,24,es,2026-08-09 04:01:09.525+00
pokemon:tcgdex:tk-xy-latio-24:fr,tk-xy-latio-24,tk,24,fr,2026-08-09 04:00:41.483+00
pokemon:tcgdex:tk-xy-latio-24:it,tk-xy-latio-24,tk,24,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-latio-25:es,tk-xy-latio-25,tk,25,es,2026-08-09 04:01:09.525+00
pokemon:tcgdex:tk-xy-latio-25:fr,tk-xy-latio-25,tk,25,fr,2026-08-09 04:00:41.732+00
pokemon:tcgdex:tk-xy-latio-25:it,tk-xy-latio-25,tk,25,it,2026-08-09 04:01:03.038+00
pokemon:tcgdex:tk-xy-latio-26:es,tk-xy-latio-26,tk,26,es,2026-08-09 04:01:09.685+00
pokemon:tcgdex:tk-xy-latio-26:fr,tk-xy-latio-26,tk,26,fr,2026-08-09 04:00:41.733+00
pokemon:tcgdex:tk-xy-latio-26:it,tk-xy-latio-26,tk,26,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-xy-latio-27:es,tk-xy-latio-27,tk,27,es,2026-08-09 04:01:09.685+00
pokemon:tcgdex:tk-xy-latio-27:fr,tk-xy-latio-27,tk,27,fr,2026-08-09 04:00:41.733+00
pokemon:tcgdex:tk-xy-latio-27:it,tk-xy-latio-27,tk,27,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-xy-latio-28:es,tk-xy-latio-28,tk,28,es,2026-08-09 04:01:09.685+00
pokemon:tcgdex:tk-xy-latio-28:fr,tk-xy-latio-28,tk,28,fr,2026-08-09 04:00:41.966+00
pokemon:tcgdex:tk-xy-latio-28:it,tk-xy-latio-28,tk,28,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-xy-latio-29:es,tk-xy-latio-29,tk,29,es,2026-08-09 04:01:09.686+00
pokemon:tcgdex:tk-xy-latio-29:fr,tk-xy-latio-29,tk,29,fr,2026-08-09 04:00:41.966+00
pokemon:tcgdex:tk-xy-latio-29:it,tk-xy-latio-29,tk,29,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-xy-latio-3:es,tk-xy-latio-3,tk,3,es,2026-08-09 04:01:08.687+00
pokemon:tcgdex:tk-xy-latio-3:fr,tk-xy-latio-3,tk,3,fr,2026-08-09 04:00:39.161+00
pokemon:tcgdex:tk-xy-latio-3:it,tk-xy-latio-3,tk,3,it,2026-08-09 04:01:02.108+00
pokemon:tcgdex:tk-xy-latio-30:es,tk-xy-latio-30,tk,30,es,2026-08-09 04:01:09.686+00
pokemon:tcgdex:tk-xy-latio-30:fr,tk-xy-latio-30,tk,30,fr,2026-08-09 04:00:41.966+00
pokemon:tcgdex:tk-xy-latio-30:it,tk-xy-latio-30,tk,30,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-xy-latio-4:es,tk-xy-latio-4,tk,4,es,2026-08-09 04:01:08.687+00
pokemon:tcgdex:tk-xy-latio-4:fr,tk-xy-latio-4,tk,4,fr,2026-08-09 04:00:39.161+00
pokemon:tcgdex:tk-xy-latio-4:it,tk-xy-latio-4,tk,4,it,2026-08-09 04:01:02.108+00
pokemon:tcgdex:tk-xy-latio-5:es,tk-xy-latio-5,tk,5,es,2026-08-09 04:01:08.913+00
pokemon:tcgdex:tk-xy-latio-5:fr,tk-xy-latio-5,tk,5,fr,2026-08-09 04:00:39.161+00
pokemon:tcgdex:tk-xy-latio-5:it,tk-xy-latio-5,tk,5,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-xy-latio-6:es,tk-xy-latio-6,tk,6,es,2026-08-09 04:01:08.913+00
pokemon:tcgdex:tk-xy-latio-6:fr,tk-xy-latio-6,tk,6,fr,2026-08-09 04:00:39.791+00
pokemon:tcgdex:tk-xy-latio-6:it,tk-xy-latio-6,tk,6,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-xy-latio-7:es,tk-xy-latio-7,tk,7,es,2026-08-09 04:01:08.914+00
pokemon:tcgdex:tk-xy-latio-7:fr,tk-xy-latio-7,tk,7,fr,2026-08-09 04:00:39.792+00
pokemon:tcgdex:tk-xy-latio-7:it,tk-xy-latio-7,tk,7,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-xy-latio-8:es,tk-xy-latio-8,tk,8,es,2026-08-09 04:01:08.914+00
pokemon:tcgdex:tk-xy-latio-8:fr,tk-xy-latio-8,tk,8,fr,2026-08-09 04:00:39.792+00
pokemon:tcgdex:tk-xy-latio-8:it,tk-xy-latio-8,tk,8,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-xy-latio-9:es,tk-xy-latio-9,tk,9,es,2026-08-09 04:01:08.914+00
pokemon:tcgdex:tk-xy-latio-9:fr,tk-xy-latio-9,tk,9,fr,2026-08-09 04:00:40.245+00
pokemon:tcgdex:tk-xy-latio-9:it,tk-xy-latio-9,tk,9,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-xy-n-1:es,tk-xy-n-1,tk,1,es,2026-08-09 04:01:08.686+00
pokemon:tcgdex:tk-xy-n-1:fr,tk-xy-n-1,tk,1,fr,2026-08-09 04:00:38.354+00
pokemon:tcgdex:tk-xy-n-1:it,tk-xy-n-1,tk,1,it,2026-08-09 04:01:02.107+00
pokemon:tcgdex:tk-xy-n-10:es,tk-xy-n-10,tk,10,es,2026-08-09 04:01:08.914+00
pokemon:tcgdex:tk-xy-n-10:fr,tk-xy-n-10,tk,10,fr,2026-08-09 04:00:40.246+00
pokemon:tcgdex:tk-xy-n-10:it,tk-xy-n-10,tk,10,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-xy-n-11:es,tk-xy-n-11,tk,11,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-n-11:fr,tk-xy-n-11,tk,11,fr,2026-08-09 04:00:40.246+00
pokemon:tcgdex:tk-xy-n-11:it,tk-xy-n-11,tk,11,it,2026-08-09 04:01:02.613+00
pokemon:tcgdex:tk-xy-n-12:es,tk-xy-n-12,tk,12,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-n-12:fr,tk-xy-n-12,tk,12,fr,2026-08-09 04:00:40.612+00
pokemon:tcgdex:tk-xy-n-12:it,tk-xy-n-12,tk,12,it,2026-08-09 04:01:02.613+00
pokemon:tcgdex:tk-xy-n-13:es,tk-xy-n-13,tk,13,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-n-13:fr,tk-xy-n-13,tk,13,fr,2026-08-09 04:00:40.612+00
pokemon:tcgdex:tk-xy-n-13:it,tk-xy-n-13,tk,13,it,2026-08-09 04:01:02.613+00
pokemon:tcgdex:tk-xy-n-14:es,tk-xy-n-14,tk,14,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-n-14:fr,tk-xy-n-14,tk,14,fr,2026-08-09 04:00:40.612+00
pokemon:tcgdex:tk-xy-n-14:it,tk-xy-n-14,tk,14,it,2026-08-09 04:01:02.614+00
pokemon:tcgdex:tk-xy-n-15:es,tk-xy-n-15,tk,15,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-n-15:fr,tk-xy-n-15,tk,15,fr,2026-08-09 04:00:40.942+00
pokemon:tcgdex:tk-xy-n-15:it,tk-xy-n-15,tk,15,it,2026-08-09 04:01:02.614+00
pokemon:tcgdex:tk-xy-n-16:es,tk-xy-n-16,tk,16,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-xy-n-16:fr,tk-xy-n-16,tk,16,fr,2026-08-09 04:00:40.942+00
pokemon:tcgdex:tk-xy-n-16:it,tk-xy-n-16,tk,16,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-xy-n-17:es,tk-xy-n-17,tk,17,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-xy-n-17:fr,tk-xy-n-17,tk,17,fr,2026-08-09 04:00:40.942+00
pokemon:tcgdex:tk-xy-n-17:it,tk-xy-n-17,tk,17,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-xy-n-18:es,tk-xy-n-18,tk,18,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-xy-n-18:fr,tk-xy-n-18,tk,18,fr,2026-08-09 04:00:40.942+00
pokemon:tcgdex:tk-xy-n-18:it,tk-xy-n-18,tk,18,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-xy-n-19:es,tk-xy-n-19,tk,19,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-xy-n-19:fr,tk-xy-n-19,tk,19,fr,2026-08-09 04:00:41.223+00
pokemon:tcgdex:tk-xy-n-19:it,tk-xy-n-19,tk,19,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-xy-n-2:es,tk-xy-n-2,tk,2,es,2026-08-09 04:01:08.687+00
pokemon:tcgdex:tk-xy-n-2:fr,tk-xy-n-2,tk,2,fr,2026-08-09 04:00:38.354+00
pokemon:tcgdex:tk-xy-n-2:it,tk-xy-n-2,tk,2,it,2026-08-09 04:01:02.107+00
pokemon:tcgdex:tk-xy-n-20:es,tk-xy-n-20,tk,20,es,2026-08-09 04:01:09.301+00
pokemon:tcgdex:tk-xy-n-20:fr,tk-xy-n-20,tk,20,fr,2026-08-09 04:00:41.223+00
pokemon:tcgdex:tk-xy-n-20:it,tk-xy-n-20,tk,20,it,2026-08-09 04:01:02.812+00
pokemon:tcgdex:tk-xy-n-21:es,tk-xy-n-21,tk,21,es,2026-08-09 04:01:09.524+00
pokemon:tcgdex:tk-xy-n-21:fr,tk-xy-n-21,tk,21,fr,2026-08-09 04:00:41.223+00
pokemon:tcgdex:tk-xy-n-21:it,tk-xy-n-21,tk,21,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-n-22:es,tk-xy-n-22,tk,22,es,2026-08-09 04:01:09.524+00
pokemon:tcgdex:tk-xy-n-22:fr,tk-xy-n-22,tk,22,fr,2026-08-09 04:00:41.483+00
pokemon:tcgdex:tk-xy-n-22:it,tk-xy-n-22,tk,22,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-n-23:es,tk-xy-n-23,tk,23,es,2026-08-09 04:01:09.525+00
pokemon:tcgdex:tk-xy-n-23:fr,tk-xy-n-23,tk,23,fr,2026-08-09 04:00:41.483+00
pokemon:tcgdex:tk-xy-n-23:it,tk-xy-n-23,tk,23,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-n-24:es,tk-xy-n-24,tk,24,es,2026-08-09 04:01:09.525+00
pokemon:tcgdex:tk-xy-n-24:fr,tk-xy-n-24,tk,24,fr,2026-08-09 04:00:41.483+00
pokemon:tcgdex:tk-xy-n-24:it,tk-xy-n-24,tk,24,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-n-25:es,tk-xy-n-25,tk,25,es,2026-08-09 04:01:09.525+00
pokemon:tcgdex:tk-xy-n-25:fr,tk-xy-n-25,tk,25,fr,2026-08-09 04:00:41.732+00
pokemon:tcgdex:tk-xy-n-25:it,tk-xy-n-25,tk,25,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-n-26:es,tk-xy-n-26,tk,26,es,2026-08-09 04:01:09.685+00
pokemon:tcgdex:tk-xy-n-26:fr,tk-xy-n-26,tk,26,fr,2026-08-09 04:00:41.733+00
pokemon:tcgdex:tk-xy-n-26:it,tk-xy-n-26,tk,26,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-xy-n-27:es,tk-xy-n-27,tk,27,es,2026-08-09 04:01:09.685+00
pokemon:tcgdex:tk-xy-n-27:fr,tk-xy-n-27,tk,27,fr,2026-08-09 04:00:41.733+00
pokemon:tcgdex:tk-xy-n-27:it,tk-xy-n-27,tk,27,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-xy-n-28:es,tk-xy-n-28,tk,28,es,2026-08-09 04:01:09.685+00
pokemon:tcgdex:tk-xy-n-28:fr,tk-xy-n-28,tk,28,fr,2026-08-09 04:00:41.733+00
pokemon:tcgdex:tk-xy-n-28:it,tk-xy-n-28,tk,28,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-xy-n-29:es,tk-xy-n-29,tk,29,es,2026-08-09 04:01:09.686+00
pokemon:tcgdex:tk-xy-n-29:fr,tk-xy-n-29,tk,29,fr,2026-08-09 04:00:41.966+00
pokemon:tcgdex:tk-xy-n-29:it,tk-xy-n-29,tk,29,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-xy-n-3:es,tk-xy-n-3,tk,3,es,2026-08-09 04:01:08.687+00
pokemon:tcgdex:tk-xy-n-3:fr,tk-xy-n-3,tk,3,fr,2026-08-09 04:00:38.354+00
pokemon:tcgdex:tk-xy-n-3:it,tk-xy-n-3,tk,3,it,2026-08-09 04:01:02.107+00
pokemon:tcgdex:tk-xy-n-30:es,tk-xy-n-30,tk,30,es,2026-08-09 04:01:09.686+00
pokemon:tcgdex:tk-xy-n-30:fr,tk-xy-n-30,tk,30,fr,2026-08-09 04:00:41.966+00
pokemon:tcgdex:tk-xy-n-30:it,tk-xy-n-30,tk,30,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-xy-n-4:es,tk-xy-n-4,tk,4,es,2026-08-09 04:01:08.687+00
pokemon:tcgdex:tk-xy-n-4:fr,tk-xy-n-4,tk,4,fr,2026-08-09 04:00:39.161+00
pokemon:tcgdex:tk-xy-n-4:it,tk-xy-n-4,tk,4,it,2026-08-09 04:01:02.108+00
pokemon:tcgdex:tk-xy-n-5:es,tk-xy-n-5,tk,5,es,2026-08-09 04:01:08.687+00
pokemon:tcgdex:tk-xy-n-5:fr,tk-xy-n-5,tk,5,fr,2026-08-09 04:00:39.161+00
pokemon:tcgdex:tk-xy-n-5:it,tk-xy-n-5,tk,5,it,2026-08-09 04:01:02.108+00
pokemon:tcgdex:tk-xy-n-6:es,tk-xy-n-6,tk,6,es,2026-08-09 04:01:08.913+00
pokemon:tcgdex:tk-xy-n-6:fr,tk-xy-n-6,tk,6,fr,2026-08-09 04:00:39.791+00
pokemon:tcgdex:tk-xy-n-6:it,tk-xy-n-6,tk,6,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-xy-n-7:es,tk-xy-n-7,tk,7,es,2026-08-09 04:01:08.914+00
pokemon:tcgdex:tk-xy-n-7:fr,tk-xy-n-7,tk,7,fr,2026-08-09 04:00:39.792+00
pokemon:tcgdex:tk-xy-n-7:it,tk-xy-n-7,tk,7,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-xy-n-8:es,tk-xy-n-8,tk,8,es,2026-08-09 04:01:08.914+00
pokemon:tcgdex:tk-xy-n-8:fr,tk-xy-n-8,tk,8,fr,2026-08-09 04:00:39.792+00
pokemon:tcgdex:tk-xy-n-8:it,tk-xy-n-8,tk,8,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-xy-n-9:es,tk-xy-n-9,tk,9,es,2026-08-09 04:01:08.914+00
pokemon:tcgdex:tk-xy-n-9:fr,tk-xy-n-9,tk,9,fr,2026-08-09 04:00:40.245+00
pokemon:tcgdex:tk-xy-n-9:it,tk-xy-n-9,tk,9,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-xy-p-1:es,tk-xy-p-1,tk,1,es,2026-08-09 04:01:08.687+00
pokemon:tcgdex:tk-xy-p-1:fr,tk-xy-p-1,tk,1,fr,2026-08-09 04:00:38.354+00
pokemon:tcgdex:tk-xy-p-1:it,tk-xy-p-1,tk,1,it,2026-08-09 04:01:02.107+00
pokemon:tcgdex:tk-xy-p-10:es,tk-xy-p-10,tk,10,es,2026-08-09 04:01:08.914+00
pokemon:tcgdex:tk-xy-p-10:fr,tk-xy-p-10,tk,10,fr,2026-08-09 04:00:40.246+00
pokemon:tcgdex:tk-xy-p-10:it,tk-xy-p-10,tk,10,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-xy-p-11:es,tk-xy-p-11,tk,11,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-p-11:fr,tk-xy-p-11,tk,11,fr,2026-08-09 04:00:40.246+00
pokemon:tcgdex:tk-xy-p-11:it,tk-xy-p-11,tk,11,it,2026-08-09 04:01:02.613+00
pokemon:tcgdex:tk-xy-p-12:es,tk-xy-p-12,tk,12,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-p-12:fr,tk-xy-p-12,tk,12,fr,2026-08-09 04:00:40.612+00
pokemon:tcgdex:tk-xy-p-12:it,tk-xy-p-12,tk,12,it,2026-08-09 04:01:02.613+00
pokemon:tcgdex:tk-xy-p-13:es,tk-xy-p-13,tk,13,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-p-13:fr,tk-xy-p-13,tk,13,fr,2026-08-09 04:00:40.612+00
pokemon:tcgdex:tk-xy-p-13:it,tk-xy-p-13,tk,13,it,2026-08-09 04:01:02.613+00
pokemon:tcgdex:tk-xy-p-14:es,tk-xy-p-14,tk,14,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-p-14:fr,tk-xy-p-14,tk,14,fr,2026-08-09 04:00:40.612+00
pokemon:tcgdex:tk-xy-p-14:it,tk-xy-p-14,tk,14,it,2026-08-09 04:01:02.614+00
pokemon:tcgdex:tk-xy-p-15:es,tk-xy-p-15,tk,15,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-p-15:fr,tk-xy-p-15,tk,15,fr,2026-08-09 04:00:40.942+00
pokemon:tcgdex:tk-xy-p-15:it,tk-xy-p-15,tk,15,it,2026-08-09 04:01:02.614+00
pokemon:tcgdex:tk-xy-p-16:es,tk-xy-p-16,tk,16,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-xy-p-16:fr,tk-xy-p-16,tk,16,fr,2026-08-09 04:00:40.942+00
pokemon:tcgdex:tk-xy-p-16:it,tk-xy-p-16,tk,16,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-xy-p-17:es,tk-xy-p-17,tk,17,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-xy-p-17:fr,tk-xy-p-17,tk,17,fr,2026-08-09 04:00:40.942+00
pokemon:tcgdex:tk-xy-p-17:it,tk-xy-p-17,tk,17,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-xy-p-18:es,tk-xy-p-18,tk,18,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-xy-p-18:fr,tk-xy-p-18,tk,18,fr,2026-08-09 04:00:41.223+00
pokemon:tcgdex:tk-xy-p-18:it,tk-xy-p-18,tk,18,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-xy-p-19:es,tk-xy-p-19,tk,19,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-xy-p-19:fr,tk-xy-p-19,tk,19,fr,2026-08-09 04:00:41.223+00
pokemon:tcgdex:tk-xy-p-19:it,tk-xy-p-19,tk,19,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-xy-p-2:es,tk-xy-p-2,tk,2,es,2026-08-09 04:01:08.687+00
pokemon:tcgdex:tk-xy-p-2:fr,tk-xy-p-2,tk,2,fr,2026-08-09 04:00:38.354+00
pokemon:tcgdex:tk-xy-p-2:it,tk-xy-p-2,tk,2,it,2026-08-09 04:01:02.107+00
pokemon:tcgdex:tk-xy-p-20:es,tk-xy-p-20,tk,20,es,2026-08-09 04:01:09.301+00
pokemon:tcgdex:tk-xy-p-20:fr,tk-xy-p-20,tk,20,fr,2026-08-09 04:00:41.223+00
pokemon:tcgdex:tk-xy-p-20:it,tk-xy-p-20,tk,20,it,2026-08-09 04:01:02.812+00
pokemon:tcgdex:tk-xy-p-21:es,tk-xy-p-21,tk,21,es,2026-08-09 04:01:09.524+00
pokemon:tcgdex:tk-xy-p-21:fr,tk-xy-p-21,tk,21,fr,2026-08-09 04:00:41.223+00
pokemon:tcgdex:tk-xy-p-21:it,tk-xy-p-21,tk,21,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-p-22:es,tk-xy-p-22,tk,22,es,2026-08-09 04:01:09.524+00
pokemon:tcgdex:tk-xy-p-22:fr,tk-xy-p-22,tk,22,fr,2026-08-09 04:00:41.483+00
pokemon:tcgdex:tk-xy-p-22:it,tk-xy-p-22,tk,22,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-p-23:es,tk-xy-p-23,tk,23,es,2026-08-09 04:01:09.525+00
pokemon:tcgdex:tk-xy-p-23:fr,tk-xy-p-23,tk,23,fr,2026-08-09 04:00:41.483+00
pokemon:tcgdex:tk-xy-p-23:it,tk-xy-p-23,tk,23,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-p-24:es,tk-xy-p-24,tk,24,es,2026-08-09 04:01:09.525+00
pokemon:tcgdex:tk-xy-p-24:fr,tk-xy-p-24,tk,24,fr,2026-08-09 04:00:41.483+00
pokemon:tcgdex:tk-xy-p-24:it,tk-xy-p-24,tk,24,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-p-25:es,tk-xy-p-25,tk,25,es,2026-08-09 04:01:09.525+00
pokemon:tcgdex:tk-xy-p-25:fr,tk-xy-p-25,tk,25,fr,2026-08-09 04:00:41.732+00
pokemon:tcgdex:tk-xy-p-25:it,tk-xy-p-25,tk,25,it,2026-08-09 04:01:03.038+00
pokemon:tcgdex:tk-xy-p-26:es,tk-xy-p-26,tk,26,es,2026-08-09 04:01:09.685+00
pokemon:tcgdex:tk-xy-p-26:fr,tk-xy-p-26,tk,26,fr,2026-08-09 04:00:41.733+00
pokemon:tcgdex:tk-xy-p-26:it,tk-xy-p-26,tk,26,it,2026-08-09 04:01:03.21+00
